year,date,revenue
2014,2014-12-31,17811.834123999997
2015,2015-01-01,21075.02052
2015,2015-01-02,25225.670433000003
2015,2015-01-03,22721.211934
2015,2015-01-04,18829.249025
2015,2015-01-05,22837.278441000002
2015,2015-01-06,21387.060497000006
2015,2015-01-07,21445.523553
2015,2015-01-08,21145.279510999997
2015,2015-01-09,20890.083098000003
2015,2015-01-10,22079.824179999992
2015,2015-01-11,19035.472651999997
2015,2015-01-12,23742.800800999998
